id|nodes
640295153|[6032013772, 6032013769, 6032013768, 6032013767, 6032013771, 6032013766, 6032013765, 6032013764, 6032013763, 6032013762, 6032013770, 6032013761, 6032013760, 6032013759, 6032013758, 6032013772]
640295154|[6032013787, 6032013789, 6032013786, 6032013785, 6032013784, 6032013783, 6032013782, 6032013781, 6032013788, 6032013780, 6032013779, 6032013778, 6032013777, 6032013776, 6032013775, 6032013774, 6032013787]
640295155|[6032013808, 6032013807, 6032013806, 6032013805, 6032013804, 6032013803, 6032013802, 6032013716, 6032013801, 6032013800, 6032013799, 6032013798, 6032013717, 6032013797, 6032013796, 6032013795, 6032013794, 6032013793, 6032013792, 6032013791, 6032013773, 6032013790, 6032013808]
640295157|[6032013901, 6032013898, 6032013897, 6032013896, 6032013895, 6032013894, 6032013893, 6032013892, 6032013891, 6032013890, 6032013900, 6032013889, 6032013888, 6032013887, 6032013886, 6032013885, 6032013884, 6032013883, 6032013882, 6032013881, 6032013899, 6032013880, 6032013879, 6032013878, 6032013877, 6032013876, 6032013875, 6032013874, 6032013873, 6032013872, 6032013871, 6032013870, 6032013869, 6032013868, 6032013867, 6032013866, 6032013865, 6032013863, 6032013862, 6032013861, 6032013860, 6032013859, 6032013858, 6032013857, 6032013856, 6032013855, 6032013854, 6032013853, 6032013852, 6032013851, 6032013850, 6032013849, 6032013848, 6032013847, 6032013846, 6032013845, 6032013844, 6032013843, 6032013842, 6032013841, 6032013840, 6032013901]
640295158|[6032013942, 6032013928, 6032013927, 6032013926, 6032013925, 6032013924, 6032013923, 6032013922, 6032013921, 6032013920, 6032013919, 6032013918, 6032013917, 6032013916, 6032013915, 6032013914, 6032013913, 6032013912, 6032013911, 6032013910, 6032013909, 6032013908, 6032013907, 6032013906, 6032013905, 6032013904, 6032013903, 6032013902, 6032013942]
640295159|[6032013902, 6032013903, 6032013904, 6032013905, 6032013906, 6032013907, 6032013908, 6032013909, 6032013910, 6032013911, 6032013912, 6032013913, 6032013914, 6032013915, 6032013916, 6032013917, 6032013918, 6032013919, 6032013920, 6032013921, 6032013922, 6032013673, 6032013674, 6032013675, 6032013676, 6032013677, 6032013678, 6032013679, 6032013680, 6032013681, 6032013825, 6032013838, 6032013837, 6032013836, 6032013835, 6032013834, 6032013839, 6032013833, 6032013832, 6032013831, 6032013830, 6032013829, 6032013828, 6032013682, 6032013866, 6032013865, 6032013863, 6032013862, 6032013861, 6032013860, 6032013859, 6032013858, 6032013857, 6032013856, 6032013855, 6032013854, 6032013853, 6032013852, 6032013851, 6032013850, 6032013849, 6032013848, 6032013847, 6032013846, 6032013845, 6032013844, 6032013843, 6032013842, 6032013841, 6032013840, 6032013901, 6032013683, 6032110235, 6032013684, 6032013685, 6032013686, 6032013687, 6032013688, 6032013689, 6032013690, 6032013691, 6032013759, 6032013760, 6032013761, 6032013770, 6032013762, 6032013763, 6032013764, 6032013765, 6032013766, 6032013771, 6032013767, 6032013768, 6032013769, 6032013772, 6032013758, 6032013692, 6032013693, 6032013694, 6032013695, 6032013696, 6032013697, 6032013698, 6032013699, 6032013700, 6032013701, 6032013702, 6032013703, 6032013704, 6032013705, 6032013706, 6032110073, 6032059284, 6032013710, 6032013711, 6032013708, 6032013712, 6032013709, 6032013713, 6032013707, 6032013714, 6032013715, 6032013789, 6032013786, 6032013785, 6032013784, 6032013783, 6032013782, 6032013781, 6032013788, 6032013780, 6032013779, 6032013778, 6032013777, 6032013776, 6032013775, 6032013774, 6032013787, 6032013791, 6032013792, 6032013793, 6032013794, 6032013795, 6032013796, 6032013797, 6032013717, 6032013798, 6032013799, 6032013800, 6032013801, 6032013716, 6032013802, 6032013803, 6032013804, 6032013805, 6032013806, 6032013807, 6032013808, 6032013941, 6032013940, 6032013939, 6032013938, 6032013937, 6032013936, 6032013935, 6032013934, 6032013933, 6032013932, 6032013931, 6032013930, 6032013929, 6032013723, 6032013724, 6032013719, 6032013718, 6032013746, 6032013955, 6032013954, 6032013953, 6032013952, 6032013951, 6032013950, 6032013949, 6032013948, 6032013947, 6032013946, 6032013945, 6032013944, 6032013943, 6032013942, 6032013902]
640295171|[6032014253, 6032153216, 6032153214, 6032014250, 6032014247, 6032014246, 6032014245, 6032230111, 6032014244, 6032014243, 6032014242, 6032014241, 6032014240, 6032014239, 6032014238, 6032014237, 6032014236, 6032014235, 6032014234, 6032014233, 6032014232, 6032014231, 6032014230, 6032153244, 6032014253]
640295174|[6032014000, 6032013999, 6032013998, 6032013997, 6032013996, 6032013995, 6032013994, 6032013993, 6032013992, 6032013991, 6032013990, 6032013989, 6032013988, 6032013987, 6032013986, 6032013985, 6032013984, 6032013983, 6032013982, 6032013981, 6032013980, 6032013979, 6032013978, 6032013977, 6032167235, 6032167232, 6032013976, 6032013975, 6032013974, 6032013973, 6032013972, 6032013971, 6032013970, 6032013969, 6032167231, 6032013968, 6032013967, 6032013966, 6032013965, 6032014000]
640295178|[6032014036, 6032014035, 6032014034, 6032014033, 6032014032, 6032014031, 6032014030, 6032014029, 6032014028, 6032014027, 6032014026, 6032014025, 6032014024, 6032014023, 6032014022, 6032014021, 6032014020, 6032014019, 6032014018, 6032014017, 6032014016, 6032014015, 6032014014, 6032014013, 6032014012, 6032014011, 6032014010, 6032014009, 6032014008, 6032014007, 6032014006, 6032014005, 6032014004, 6032014003, 6032014002, 6032014001, 6032014036]
640295182|[6032014076, 6032014075, 6032014074, 6032014073, 6032014072, 6032014071, 6032014070, 6032014069, 6032014068, 6032014067, 6032014066, 6032014065, 6032014064, 6032014063, 6032014062, 6032014061, 6032014060, 6032014059, 6032014058, 6032014057, 6032014056, 6032014055, 6032014054, 6032014053, 6032014052, 6032014051, 6032014050, 6032014049, 6032014048, 6032014047, 6032014046, 6032014045, 6032014044, 6032014043, 6032014042, 6032014041, 6032068646, 6032068601, 6032014040, 6032014039, 6032014038, 6032014037, 6032014076]
640295186|[6032014116, 6032014115, 6032014114, 6032014113, 6032014112, 6032014111, 6032014110, 6032014109, 6032014108, 6032014107, 6032014106, 6032014105, 6032014104, 6032014103, 6032014102, 6032014101, 6032014100, 6032014099, 6032014098, 6032014097, 6032014096, 6032014095, 6032014094, 6032014093, 6032014092, 6032014091, 6032014090, 6032014089, 6032014088, 6032014087, 6032014086, 6032014085, 6032014084, 6032014083, 6032014082, 6032014081, 6032014080, 6032014079, 6032014078, 6032014077, 6032014116]
640295190|[6032014156, 6032014155, 6032014154, 6032014153, 6032014152, 6032014151, 6032014150, 6032014149, 6032014148, 6032014147, 6032014146, 6032014145, 6032014144, 6032014143, 6032014142, 6032014141, 6032014140, 6032014139, 6032014138, 6032014137, 6032014136, 6032014135, 6032014134, 6032014133, 6032014132, 6032014131, 6032014130, 6032014129, 6032014128, 6032068336, 6032014127, 6032014126, 6032014125, 6032014124, 6032014123, 6032014122, 6032014121, 6032068340, 6032059243, 6032014120, 6032014119, 6032014118, 6032014117, 6032014156]
640295194|[6032014192, 6032014191, 6032014190, 6032014189, 6032014188, 6032014187, 6032014186, 6032014185, 6032014184, 6032014183, 6032014182, 6032014181, 6032014180, 6032014179, 6032014178, 6032014177, 6032014176, 6032014175, 6032014174, 6032014173, 6032014172, 6032014171, 6032014170, 6032014169, 6032014168, 6032014167, 6032014166, 6032014165, 6032014164, 6032014163, 6032014162, 6032014161, 6032014160, 6032014159, 6032014158, 6032014157, 6032014192]
640295197|[6032014228, 6032014227, 6032014226, 6032014225, 6032014224, 6032014223, 6032014222, 6032014221, 6032014220, 6032014219, 6032014218, 6032014217, 6032014216, 6032014215, 6032014214, 6032014213, 6032014212, 6032014211, 6032014210, 6032014209, 6032014208, 6032014207, 6032014206, 6032014205, 6032014204, 6032014203, 6032014202, 6032014201, 6032014200, 6032014199, 6032014198, 6032014197, 6032014196, 6032014195, 6032014194, 6032014193, 6032014228]
640295201|[6032014294, 6032014293, 6032014292, 6032014291, 6032014290, 6032014289, 6032014288, 6032014287, 6032014286, 6032014285, 6032014284, 6032014283, 6032014282, 6032014281, 6032014280, 6032014279, 6032110226, 6032014278, 6032014277, 6032014276, 6032014275, 6032014274, 6032014273, 6032014272, 6032014271, 6032014270, 6032014269, 6032014268, 6032014267, 6032014266, 6032014265, 6032014264, 6032014263, 6032014262, 6032014261, 6032014260, 6032014259, 6032014258, 6032014257, 6032014256, 6032014255, 6032014294]
640295205|[6032014334, 6032014333, 6032014332, 6032014331, 6032014330, 6032014329, 6032014328, 6032014327, 6032014326, 6032014325, 6032014324, 6032014323, 6032014322, 6032014321, 6032014320, 6032014319, 6032014318, 6032014317, 6032014316, 6032014315, 6032014314, 6032014313, 6032014312, 6032014311, 6032014310, 6032014309, 6032014308, 6032014307, 6032110223, 6032014306, 6032014305, 6032014304, 6032014303, 6032014302, 6032014301, 6032014300, 6032014299, 6032014298, 6032014297, 6032014296, 6032014295, 6032014334]
640295208|[6032014370, 6032014369, 6032014368, 6032014367, 6032014366, 6032014365, 6032014364, 6032014363, 6032014362, 6032014361, 6032014360, 6032014359, 6032014358, 6032014357, 6032014356, 6032014355, 6032014354, 6032014353, 6032014352, 6032014351, 6032014350, 6032014349, 6032014348, 6032014347, 6032014346, 6032014345, 6032014344, 6032014343, 6032014342, 6032014341, 6032014340, 6032014339, 6032014338, 6032014337, 6032014336, 6032014335, 6032014370]
640295210|[6032014380, 6032014379, 6032014378, 6032014377, 6032014376, 6032014375, 6032014374, 6032014373, 6032014372, 6032014371, 6032014380]
640295211|[6032014413, 6032014411, 6032014410, 6032014409, 6032014408, 6032014407, 6032014406, 6032014405, 6032014404, 6032014403, 1886759079, 6032014402, 6032014401, 6032014400, 6032014399, 6032014398, 6032014397, 6032014396, 298919446, 6032014395, 6032014394, 6032014393, 6032014392, 6032014391, 6032014390, 6032014389, 6032014388, 6032014387, 6032014386, 6032014385, 6032014384, 6032014383, 6032014382, 6032014381, 6032014413]
640295212|[6032014453, 6032014452, 6032014451, 6032014450, 6032014449, 6032014448, 6032014447, 6032014446, 6032014445, 6032014444, 6032014443, 6032014442, 6032014441, 6032014440, 6032014439, 6032014438, 6032014437, 6032014436, 6032014435, 6032014434, 6032014433, 6032014432, 6032014431, 6032014430, 6032014429, 6032014428, 6032014427, 6032014426, 6032014425, 6032014424, 6032014423, 6032014422, 6032014421, 6032014420, 6032014419, 6032014418, 6032068691, 6032068687, 6032014417, 6032014416, 6032014415, 6032014414, 6032014453]
640295213|[6032014489, 6032014488, 6032014487, 6032014486, 6032014485, 6032014484, 6032014483, 6032014482, 6032014481, 6032014480, 6032014479, 6032014478, 6032014477, 6032014476, 6032014475, 6032014474, 6032014473, 6032014472, 6032014471, 6032014470, 6032014469, 6032014468, 6032014467, 6032014466, 6032014465, 6032014464, 6032014463, 6032014462, 6032014461, 6032014460, 6032014459, 6032014458, 6032014457, 6032014456, 6032014455, 6032014454, 6032014489]
640295214|[6032014525, 6032014524, 6032014523, 6032014522, 6032014521, 6032014520, 6032014519, 6032014518, 6032014517, 6032014516, 6032014515, 6032014514, 6032014513, 6032014512, 6032014511, 6032014510, 6032014509, 6032014508, 6032014507, 6032014506, 6032014505, 6032014504, 6032014503, 6032014502, 6032174491, 6032014501, 6032014500, 6032014499, 6032014498, 6032014497, 6032014496, 6032014495, 6032014494, 6032174490, 6032014493, 6032014492, 6032014491, 6032014490, 6032014525]
640295215|[6032014561, 6032014560, 6032014559, 6032014558, 6032014557, 6032014556, 6032014555, 6032014554, 6032014553, 6032014552, 6032014551, 6032014550, 6032014549, 6032014548, 6032014547, 6032014546, 6032014545, 6032014544, 6032014543, 6032014542, 6032014541, 6032014540, 6032014539, 6032014538, 6032014537, 6032014536, 6032014535, 6032014534, 6032014533, 6032014532, 6032014531, 6032014530, 6032014529, 6032014528, 6032014527, 6032014526, 6032014561]
640295216|[6032014597, 6032014596, 6032014595, 6032014594, 6032014593, 6032014592, 6032022068, 6032014591, 6032014590, 6032014589, 6032014588, 6032014587, 6032014586, 6032014585, 6032014584, 6032014583, 6032014582, 6032014581, 6032014580, 6032014579, 6032014578, 6032014577, 6032014576, 6032014575, 6032014574, 6032014573, 6032014572, 6032014571, 6032014570, 6032014569, 6032014568, 6032014567, 6032014566, 6032014565, 6032014564, 6032014563, 6032014562, 6032014597]
640295217|[6032014637, 6032014636, 6032014635, 6032014634, 6032014633, 6032014632, 6032014631, 6032014630, 6032014629, 6032014628, 6032014627, 6032014626, 6032014625, 6032014624, 6032014623, 6032014622, 6032014621, 6032014620, 6032014619, 6032014618, 6032014617, 6032014616, 6032014615, 6032014614, 6032014613, 6032014612, 6032014611, 6032014610, 6032110219, 6032014609, 6032014608, 6032014607, 6032014606, 6032014605, 6032014604, 6032014603, 6032014602, 6032014601, 6032014600, 6032014599, 6032014598, 6032014637]
640296478|[6032022079, 6032199950, 6013791319, 6013791317, 298919486, 298919485, 6013791329, 6013791328, 6013791327, 6013791326, 298919484, 6013791302, 6013791303, 298919483, 6013791304, 298919482, 6013791305, 1010943687, 6013791306, 298919481, 6013791307, 6013791309, 6013791308, 298919480, 6013791314, 6032199951, 6032199952, 8188009772, 6032205909, 6032205910, 6032205911, 6032205912, 6032205913, 6032205914, 6032205915, 6032205916, 6032205917, 6032205918, 6032205919, 6032205920, 6032205921, 6032205922, 6032205923, 6032205924, 6032205925, 6032205926, 6032205927, 6032205928, 6032205929, 6032205930, 6032205931, 6032205932, 6032199953, 6032199954, 6032199955, 6032199956, 6032199957, 6032199958, 6032199959, 6032205908, 6032205906, 6032205905, 6032205904, 6032205903, 6032205902, 6032205901, 6032205900, 6032205899, 6032205898, 6032205897, 6032205896, 6032205895, 6032205894, 6032205893, 6032205892, 6032205891, 6032205890, 6032205889, 6032205888, 6032205887, 6032205886, 6032205885, 6032205684, 6032205683, 6032205682, 6032205681, 6032205680, 6032205679, 6032205678, 6032205677, 6032205676, 6032205675, 6032205674, 6032205673, 6032205672, 6032205671, 6032205670, 6032205669, 6032205668, 6032205667, 6032205666, 6032205665, 6032205664, 6032205663, 6032205662, 6032205661, 6032205660, 6032205659, 6032199960, 6032199961, 6032199962, 6032199963, 6032199964, 6032199965, 6032199966, 6032199967, 6032199968, 6032199969, 6032199970, 6032199971, 6032199972, 6032199973, 6032199974, 6032199975, 6032205616, 6032205617, 6032205618, 6032205619, 6032205620, 6032205621, 6032205622, 6032205623, 6032205624, 6032205625, 6032205626, 6032205627, 6032205628, 6032205629, 6032205630, 6032205631, 6032205632, 6032205633, 6032205634, 6032205635, 6032205636, 6032205637, 6032205638, 6032205639, 6032205640, 6032205641, 6032205642, 6032205643, 6032205644, 6032205645, 6032205646, 6032205647, 6032205648, 6032199948, 6032199949, 6032013271, 6032013272, 6032022070, 6032022069, 6032022068, 6032014592, 6032014593, 6032014594, 6032014595, 6032014596, 6032014597, 6032014562, 6032014563, 6032014564, 6032014565, 6032014566, 6032014567, 6032014568, 6032014569, 6032014570, 6032014571, 6032014572, 6032014573, 6032014574, 6032014575, 6032014576, 6032014577, 6032014578, 6032014579, 6032023693, 6032023692, 6032023691, 6032023690, 6032023689, 6032023688, 6032023687, 6032023686, 6032023685, 6032022084, 6032022083, 6032022082, 6032022081, 6032022080, 6032022079]
640296479|[6032014209, 6032014210, 6032023712, 6032023711, 6032023710, 6032023709, 6032023708, 6032023707, 6032023706, 6032023705, 6032023704, 6032023703, 6032023702, 6032023701, 6032023700, 6032023699, 6032023698, 6032023697, 6032023696, 6032014560, 6032014561, 6032014526, 6032014527, 6032014528, 6032014529, 6032014530, 6032014531, 6032014532, 6032014533, 6032014534, 6032014535, 6032014536, 6032014537, 6032014538, 6032014539, 6032014540, 6032014541, 6032014542, 6032014543, 6032023695, 6032023694, 6032014227, 6032014228, 6032014193, 6032014194, 6032014195, 6032014196, 6032014197, 6032014198, 6032014199, 6032014200, 6032014201, 6032014202, 6032014203, 6032014204, 6032014205, 6032014206, 6032014207, 6032014208, 6032014209]
640296480|[6032014173, 6032014174, 6032023722, 6032023721, 6032023720, 6032023719, 6032023718, 6032023717, 6032023716, 6032023715, 6032023714, 6032023713, 6032014191, 6032014192, 6032014157, 6032014158, 6032014159, 6032014160, 6032014161, 6032014162, 6032014163, 6032014164, 6032014165, 6032014166, 6032014167, 6032014168, 6032014169, 6032014170, 6032014171, 6032014172, 6032014173]
640296481|[6032023735, 6032023734, 6032023733, 6032023732, 6032023731, 6032023730, 6032023729, 6032023728, 6032023727, 6032023726, 6032014035, 6032014036, 6032014001, 6032014002, 6032014003, 6032014004, 6032014005, 6032014006, 6032014007, 6032014008, 6032014009, 6032014010, 6032014011, 6032014012, 6032014013, 6032014014, 6032014015, 6032014016, 6032014017, 6032014018, 6032023725, 6032023724, 6032014369, 6032014370, 6032014335, 6032014336, 6032014337, 6032014338, 6032014339, 6032014340, 6032014341, 6032014342, 6032014343, 6032014344, 6032014345, 6032014346, 6032014347, 6032014348, 6032014349, 6032014350, 6032014351, 6032014352, 6032014353, 6032014354, 6032023723, 6032023735]
640301007|[6032058909, 6032058908, 6032058907, 6032058906, 6032058905, 6032058904, 6032058903, 6032058902, 6032058901, 6032058900, 6032058899, 6032058898, 6032058897, 6032058896, 6032058895, 6032058894, 6032058893, 6032058892, 6032058891, 6032058890, 6032058889, 6032058888, 6032058887, 6032058886, 6032058885, 6032058884, 6032058883, 6032058882, 6032058881, 6032058880, 6032058879, 6032058878, 6032058877, 6032058876, 6032058875, 6032058874, 6032058873, 6032058872, 6032058871, 6032058870, 6032058869, 6032058868, 6032058848, 6032058867, 6032058864, 6032058863, 6032058862, 6032058861, 6032058860, 6032058859, 6032058858, 6032058866, 6032058857, 6032058856, 6032058855, 6032058854, 6032058853, 6032058852, 6032058851, 6032058850, 6032058849, 6032058865, 6032058847, 6032058846, 6032058845, 6032058844, 6032058843, 6032058842, 6032058841, 6032058840, 6032058839, 6032058838, 6032058837, 6032058836, 6032058835, 6032058834, 6032058833, 6032058832, 6032058831, 6032058810, 6032058804, 6032058805, 6032058806, 6032058811, 6032058807, 6032058808, 6032058809, 6032058812, 6032058803, 6032058813, 6032058814, 6032058815, 6032058816, 6032058817, 6032058822, 6032058818, 6032058819, 6032058820, 6032058821, 6032058823, 6032058824, 6032058825, 6032058826, 6032058829, 6032058827, 6032058828, 6032058830, 6032058802, 6032058800, 6032058799, 6032058798, 6032058797, 6032058801, 6032058796, 6032058795, 6032058794, 6032058793, 6032058792, 6032058791, 6032058790, 6032058789, 6032058788, 6032058787, 6032058786, 6032058785, 6032058784, 6032058783, 6032058782, 6032058781, 6032058780, 6032058779, 6032058778, 6032058777, 6032058776, 6032058775, 6032058774, 6032058773, 6032058772, 6032058771, 6032058770, 6032058769, 6032058768, 6032058767, 6032058766, 6032058765, 6032058764, 6032058763, 6032058762, 6032058761, 6032058760, 6032058759, 6032058758, 6032058757, 6032058756, 6032058755, 6032058754, 6032058753, 6032058752, 6032058751, 6032058750, 6032058749, 6032058748, 6032058741, 6032058747, 6032058746, 6032058738, 6032058739, 6032058740, 6032058742, 6032058909]
640301016|[6032058913, 6032058912, 6032058911, 6032058910]
640301018|[6032058926, 6032058931, 6032058925, 6032058924, 6032058923, 6032058927, 6032058922, 6032058921, 6032058950, 6032058920, 6032058919, 6032068675, 6032058918, 6032058917, 6032058916, 6032058915, 6032058914, 6032058943]
640301020|[6032058933, 6032058952, 6032068616, 6032058927]
640301022|[6032058934, 6032058930, 6032058929, 6032058928]
640301024|[6032058948, 6032058934, 6032058933, 6032058932, 6032058931]
640301025|[6032058939, 6032058913, 6032068342, 6032058938, 6032058937, 6032058936, 6032058935, 6032058948]
640301027|[6032058945, 9520709421, 6032058939, 6032058942, 6032058944, 6032058943]
640301029|[6032058948, 6032058951, 6032058941, 6032058947, 6032058949, 6032058953, 6032058950]
640301031|[6032180235, 6032180234, 6032058944, 6032058946, 6032068707, 6032068657, 6032058953, 6032068620, 6032058940, 6032068618, 6032058952]
640301033|[6032058946, 6032058955]
640301035|[6032058949, 6032058955]
640301037|[6032058947, 6032058955]
640301038|[6032058940, 6032058928, 6032058941, 6032058910, 6032058942, 6032058955]
640301040|[6032058973, 6032058970, 6032058969, 6032058968, 6032058967, 6032058966, 6032058965, 6032058972, 6032058964, 6032058963, 6032058962, 6032058961, 6032058971, 6032058960, 6032058959, 6032058958, 6032058957, 6032058956, 6032058973]
640301043|[6032058974, 6032059190, 6032059189, 6032059188, 6032059187, 6032059186, 6032059185, 6032058984, 6032058983, 6032058982, 6032058981, 6032058980, 6032058979, 6032058978, 6032058977, 6032058976, 6032058975, 6032058974]
640301045|[6032059196, 6032059195, 6032059194, 6032059193, 6032059192, 6032059191, 6032059196]
640301047|[6032059212, 6032059211, 6032059210, 6032059209, 6032059208, 6032059207, 6032059206, 6032059205, 6032059204, 6032059203, 6032059202, 6032059201, 6032059200, 6032059199, 6032059198, 6032059197, 6032059212]
640301049|[6032068333, 6032059214, 6032059213, 6032059225, 6032059224, 6032059223, 6032059222, 6032059221, 6032059220, 6032059219, 6032059218, 6032059217, 6032059216, 6032059215, 6032068330, 6032068331, 6032068332, 6032068333]
640301051|[6032059242, 6032059241, 6032059240, 6032059239, 6032059238, 6032059237, 6032059236, 6032059235, 6032059234, 6032059233, 6032059232, 6032059231, 6032059230, 6032059229, 6032059228, 6032059227, 6032059226, 6032059242]
640301054|[6032014153, 6032059250, 6032059249, 6032059248, 6032059247, 6032059246, 6032059245, 6032059244, 6032059243, 6032014120, 6032014119, 6032014118, 6032014117, 6032014156, 6032014155, 6032014154, 6032014153]
640301056|[6032059259, 6032059258, 6032059257, 6032059256, 6032059255, 6032059254, 6032059253, 6032059252, 6032059251, 6032059259]
640301058|[6032059273, 6032059272, 6032059271, 6032059270, 6032059269, 6032059268, 6032059267, 6032059266, 6032059265, 6032059264, 6032059263, 6032059262, 6032059261, 6032059260, 6032059273]
640301061|[6032059277, 6032059276, 6032059275, 6032059274, 6032059277]
640301063|[6032059283, 6032059282, 6032059281, 6032059280, 6032059279, 6032059278, 6032059283]
640301065|[6032013710, 6032059295, 6032059294, 6032059293, 6032059292, 6032059291, 6032059290, 6032059289, 6032059288, 6032059287, 6032059286, 6032059285, 6032059284, 6032013710]
640301067|[6032059304, 6032059303, 6032059302, 6032059301, 6032059300, 6032059299, 6032059298, 6032059297, 6032059296, 6032059304]
640301069|[6032059308, 6032059307, 6032059306, 6032059305, 6032059308]
640301071|[6032059315, 6032059312, 6032059314, 6032059311, 6032059313, 6032059310, 6032059309, 6032059315]
640302607|[6032014121, 6032068340, 6032068339, 6032068338, 6032068337, 6032068336, 6032014127, 6032014126, 6032014125, 6032014124, 6032014123, 6032014122, 6032014121]
640302608|[6032068342, 6032068341]
640302609|[6032014074, 6032014073, 6032068610, 6032068609, 6032068608, 6032068607, 6032068606, 6032068605, 6032068604, 6032068603, 6032068602, 6032068601, 6032014040, 6032014039, 6032014038, 6032014037, 6032014076, 6032014075, 6032014074]
640302610|[6032068615, 6032068614, 6032068613, 6032068612, 6032068611, 6032014130, 6032014131, 6032014132, 6032014133, 6032014134, 6032014135, 6032014136, 6032014137, 6032014138, 6032014139, 6032014140, 6032014141, 6032014142, 6032014143, 6032014144, 6032014145, 6032014146, 6032014147, 6032014148, 6032014149, 6032014150, 6032014151, 6032068615]
640302611|[6032068618, 6032068617, 6032068616]
640302612|[6032068620, 6032068619]
640302613|[6032068624, 6032068623, 6032068622, 6032068621, 6032068624]
640302614|[6032068638, 6032068637, 6032068636, 6032068635, 6032068634, 6032068633, 6032068632, 6032068631, 6032068630, 6032068629, 6032068628, 6032068627, 6032068626, 6032068625, 6032068638]
640302615|[6032068645, 6032068644, 6032068643, 6032068642, 6032068641, 6032068640, 6032068639, 6032068645]
640302616|[6032014047, 6032014048, 6032068655, 6032068654, 6032068653, 6032068652, 6032068651, 6032068650, 6032068649, 6032068648, 6032068647, 6032068646, 6032014041, 6032014042, 6032014043, 6032014044, 6032014045, 6032014046, 6032014047]
640302617|[6032068657, 6032068656]
640302618|[6032068664, 6032068663, 6032068662, 6032068661, 6032068660, 6032068659, 6032068658, 6032068664]
640302619|[6032068668, 6032068667, 6032068666, 6032068665, 6032068668]
640302620|[6032068676, 6032068675]
640302621|[6032068687, 6032068686, 6032068685, 6032068684, 6032068683, 6032068682, 6032068681, 6032068680, 6032068679, 6032068678, 6032068677, 6032014450, 6032014451, 6032014452, 6032014453, 6032014414, 6032014415, 6032014416, 6032014417, 6032068687]
640302622|[6032068691, 6032068690, 6032068689, 6032068688, 6032014424, 6032014423, 6032014422, 6032014421, 6032014420, 6032014419, 6032014418, 6032068691]
640302623|[6032068706, 6032068705, 6032068704, 6032068703, 6032068702, 6032068701, 6032068700, 6032068699, 6032068698, 6032068697, 6032068696, 6032068695, 6032068694, 6032068693, 6032068692, 6032068706]
640302624|[6032058916, 6032068710, 6032068709, 6032068708, 6032068707]
640308420|[6032109868, 6032109867]
640308421|[6032109870, 6032109869]
640308422|[6032109872, 6032109871]
640308423|[6032109874, 6032109873]
640308424|[6032109876, 6032109875]
640308425|[6032109879, 6032109878, 6032109877]
640308426|[6032109881, 6032109880]
640308427|[6032109883, 6032109882]
640308428|[6032109890, 6032109901, 6032109889, 6032109888, 6032109887, 6032109886, 6032109885, 6032109884]
640308429|[6032109900, 6032109899, 6032109898, 6032109897, 6032109896, 6032109895, 6032109894, 6032109907, 6032109893]
640308430|[6032109907, 6032109909, 6032109891, 6032109906, 6032109905, 6032109904, 6032109903, 6032109882, 6032109880, 6032109875, 6032109879, 6032109902, 6032109874, 6032109870, 6032109872, 6032109868, 6032109901]
640308431|[6032109909, 6032109892, 6032109908, 6032109911]
640308432|[6032109911, 6032109910]
640308433|[6032109912, 6032109913, 6032109910]
640308434|[6032153066, 6032153063, 6032153064, 6032153065, 6032013957, 6032109914, 6032109900, 6032109913]
640308435|[6032109979, 6032109953, 6032109954, 6032109955, 6032109956, 6032109957, 6032109958, 6032109959, 6032109960, 6032109961, 6032109962, 6032109963, 6032109964, 6032109965, 6032109966, 6032109967, 6032109968, 6032109969, 6032109981, 6032109978, 6032109977, 6032109976, 6032109975, 6032109980, 6032109974, 6032109973, 6032109972, 6032109971, 6032109970, 6032109979]
640308436|[6032110000, 6032126102, 6032109999, 6032109998, 6032109995, 6032109994, 6032109993, 6032109992, 6032109991, 6032109997, 6032109990, 6032109989, 6032109988, 6032109987, 6032109986, 6032109985, 6032109984, 6032109996, 6032109983, 6032109982, 6032110000]
640308437|[6032110009, 6032110008, 6032110007, 6032110006, 6032110005, 6032110004, 6032110003, 6032110002, 6032110001, 6032110009]
640308438|[6032110015, 6032110014, 6032110013, 6032110012, 6032110011, 6032110010, 6032110015]
640308439|[6032110054, 6032110053, 6032110052, 6032110051, 6032110050, 6032110049, 6032110048, 6032110047, 6032110046, 6032110045, 6032110044, 6032110043, 6032110042, 6032110041, 6032110040, 6032110039, 6032110038, 6032110037, 6032110036, 6032110035, 6032110034, 6032110033, 6032110032, 6032110031, 6032110030, 6032110029, 6032110028, 6032110027, 6032110026, 6032110025, 6032110024, 6032110023, 6032110022, 6032110021, 6032110020, 6032110019, 6032110018, 6032110017, 6032110016, 6032110054]
640308440|[6032110060, 6032110059, 6032110058, 6032110057, 6032110056, 6032110055, 6032110060]
640308441|[6032013706, 6032110073, 6032110072, 6032110071, 6032110070, 6032110069, 6032110068, 6032110067, 6032110066, 6032110065, 6032110064, 6032110063, 6032110062, 6032110061, 6032013706]
