id|nodes
914518292|[8495318468, 8495318469, 8495318470, 8495318471, 8495318472, 8495318473, 8495318474, 8495318475, 8495318476, 8495318477, 1499784908, 8495318478, 8495318468]
919263259|[7189320945, 111339862, 111339864, 111339866, 111339868, 111339871, 8194326002, 111339873, 8537915661, 111339876, 7539849528, 111339879, 111339880, 111339882, 111339885, 1913404852]
940597048|[1499784922, 8711052808, 8790746224, 8790746222, 8790746223, 8711052809, 8790746264, 8790746221, 8711052810, 8790746263, 8790746220, 8711052811, 8790746219, 8790746262, 8711052812, 8790746218, 8790746261, 8711052813, 8790746217, 8790732616, 8790746260, 8711052814, 8711052815, 8790746259, 8790746258, 8790746257, 8790746256, 8711052816, 8790746254, 8790746253, 8790746252, 8711052817, 8790746251, 8711052818, 8790746250, 8711052819, 8711052820, 8711052821, 8711052822, 8711052823, 8711052824, 8790746248, 8711052825, 8711052826, 8711052827, 8711052828, 8711052829, 8711052830, 8790746245, 8711052831, 8790746244, 8711052832, 8711052833, 8790746243, 8711052834]
949566263|[8790746223, 8790746224, 8711052808, 8790746225, 4806772452, 8790746226, 4806772451, 8790746227, 4806772458, 8790746228, 8790746229, 4806772455, 8790746230, 1499784912, 8790746231, 1499784910, 8790746232, 8790746233, 8790746234, 8790746235, 8790746236, 8790746237, 8790746238, 8790746239, 8495318311, 8790746240, 8495318310, 8790746241, 8495318309, 8790746242, 8495318308, 8711052834, 8790746243, 8711052833, 8790746244, 8711052831, 8790746245, 8711052830, 8790746246, 8790746247, 1499784846, 8790746248, 8711052823, 8790746249, 8790746250, 8790746251, 8790746252, 8790746253, 8790746254, 8790746255, 8790746256, 8790746257, 8790746258, 8790746259, 8790746260, 8711052813, 8790746261, 8711052812, 8790746262, 8711052811, 8790746263, 8711052810, 8790746264, 8711052809, 8790746223]
12287900|[111370537, 111370540, 111370542]
12291094|[111339921, 111399054, 111399058, 111399062, 111399066, 111399070, 111399072, 111399076, 111399079]
12293066|[111339916, 111418126, 111418129, 111418131, 111418134, 111418137, 111418140, 111418142, 111418145, 111418148, 111418150]
12298836|[111339926, 111468527, 111468533, 111468536, 111468539, 111468543, 111468546, 111468547, 111468551]
12300400|[111433228, 7122339262, 1996308389, 111484035]
12300900|[2560567174, 111488698, 111488699]
12310629|[111573646, 111573648, 111573652, 111573656]
12313797|[111318585, 111579627, 111579917, 111599807, 111599809, 111503001, 111599811, 111599814]
12314397|[111339907, 7113602655, 1213713136, 111604719, 111604721, 7462465174, 7462465172, 7113602663, 111604723, 7462465183, 111604726, 7462465176, 111604729, 111604732, 7505828275, 111604735, 111433450]
12318237|[111330317, 111433174, 111433180, 111433187, 111433192, 5753786672, 5753786674, 111433196, 111257479, 7456912773, 111433199, 111433202, 111433205, 111433210, 111433213, 111433218, 2623051508, 6950525412, 111433221, 111433224, 2623104958, 2623104967, 6950525405, 111370537, 111433226, 111433228, 111599814, 111635407, 111635410, 111635413, 111635419, 111635420, 6950525416, 7535800279, 111635421, 111635424, 111507849, 111609100, 111635425, 5755727666, 111339888]
12319635|[111433458, 7505832085, 111645201, 111645204, 111418150, 111645206, 111399079, 111573646, 111468551, 111304217, 111627486]
40419838|[489138196, 489138197, 7357080624, 489138198, 7357099509, 489138199, 489138200, 489138201, 489138202, 489138203, 489138204, 489138205, 489138206, 7359501694, 7359501695, 489138207, 7359501718, 489138208, 7357027499, 489138209, 2540844548, 489138210, 2540844528, 2540844525, 2540844522, 7358724220, 489138211, 7357100151, 7359559738, 7359559752, 7359559754, 489138212, 489138214, 489138217, 7359559769, 489138220, 489138222, 489138224, 489138227, 489138229, 489138232, 489138235, 489138238, 489138245, 7359559824, 489138249, 7359559827, 489138252, 489138253, 489138254, 7357099555, 489138256, 489138259, 489138261, 489138264, 489138268, 489138270, 489138277, 489138280, 2623104772, 2623104774, 489138282, 7357027510, 2623104776, 489138285, 489138287, 489138290, 7359499754, 489138293, 7359499755, 489138297, 489138300, 489138302, 489138305, 489138312, 1405983239, 7359501615, 489138196]
83672320|[974330755, 5065216151, 111339898]
83672321|[111339898, 111339901, 111339907, 1213713144, 5065216150, 111339911, 111339913, 111339916, 111339917, 111339919, 111339921, 5065216155, 111339924, 5065216154, 8556381857, 5065216153, 7238058415, 2560567174, 111339926, 111339931, 1405983179, 1626371542, 111339934, 1405982389, 7456074711, 7456074709, 111339939, 8453237168, 5022755797, 8505466339, 111339942, 5022755796, 8348973096, 8348973094, 8505466376, 8348973098, 5012738929, 111241911, 6802551877, 5012520430, 111339949, 7226705370, 5013061977, 7226705380, 8446732194, 7694916407, 6976319040, 7694916416, 6976319043, 7595667781, 7498112728, 5015402386, 7595667784, 5015402376, 7069728234, 8555932760, 5015402418, 7069728243, 8555932757, 5014999290, 111339950, 7088065129, 5014999237, 7088065131, 5014999236, 5753503703, 111339952, 5753503704, 7414155927]
105328434|[1213712856, 1213712861, 1213712866, 1213712873, 2559159541, 2559159665, 2559159640, 2559159663, 2559159668, 2559159481, 1213712856]
105328449|[1213712886, 1213712897, 1213712900, 1213712903, 1213712905, 1213712910, 1213712913, 1213712920, 1213712927, 1213712933, 1213712938, 1213712944, 1213712955, 1213712961, 1213712963, 1213712965, 1213712966, 1213712970, 1213712973, 1213712978, 1213712983, 1213712988, 1213712993, 1213713034, 1213713038, 1213713041, 1213713043, 1213713045, 1213713049, 1213713053, 1213713056, 1213713059, 1213713065, 1213713069, 1213713071, 1213713075, 1213713078, 1213713084, 1213712886]
105328453|[8557025018, 7017202305, 1213713136]
105328454|[1213713144, 1213713147]
105328458|[1213713154, 1213713156, 1213713160, 1213713163, 1213713166, 1213713071, 1213713069, 1213713174, 1213713208, 1213713154]
106311088|[111433447, 111433450, 111433453, 111433458, 111433461, 111348075, 111433463, 111433464, 1598373593, 111433468, 111433472, 111416334, 1405983173, 1598373594, 111433475, 111433478, 111433482, 1405982871, 111431311, 8058220741, 5065216143, 6948296869, 1405982369, 1405983035, 1405983116, 6948296872, 6948303901, 111433485, 7115922418]
144887465|[1583765377, 1583765356, 1583765395, 1583765373, 1583765397, 1583765400, 1583765403, 1583765405, 1583765352, 1583765376, 1583765379, 1583765354, 1583765385, 1583765410, 1583765384, 1583765377]
144931162|[1584083394, 1584083383, 1584083380, 1584083390, 1584083393, 1584083386, 1584083402, 1584083387, 1584083382, 1584083392, 1584083385, 1584083384, 1584083389, 1584083391, 1584083397, 1584083404, 1584083398, 1584083396, 1584083395, 1584083394]
149690976|[1626374039, 1626374030, 111304210, 5065216145, 111416338, 111304213, 5065216146, 111304217, 111304220, 5065242125, 111304225, 111304227, 7357160722, 7357160702, 7357160704, 111304232, 2540844499, 111304234, 2540844471, 111304239, 111304247, 4840661045, 111304249, 1612019065, 1611963027]
157294975|[111485049, 1695039464, 1695039458, 1695039460, 1695039453, 111579848, 111552707, 1695034397, 1695034393, 1695034382, 1695034400, 1695034404, 1695034395, 5013061981, 1695034401, 1695035365, 1695035347, 1695035361, 5013061980, 5013061979, 1695035366, 1695035351, 1695035353, 1695035354, 5013061978, 1695035368, 1695035348, 1695035363, 7357160763, 1695035370, 7357160728, 7357160729, 7357160714, 1695035350, 1695035346, 1695035694, 1695035691, 1695035690, 1695035688, 1695036127, 1695036117, 1695036152, 1612019062, 1612019058, 1612019059, 1612021810, 1612021802, 1612021803, 1612021801, 1612021806, 1612028309, 1612028315, 1612028316, 1612028312, 1612028314, 1612028311, 1612028518, 1612028727, 1612028726, 1612028725]
157294976|[1695036154, 1695036146, 1695036098, 1695036167, 1695036123, 1695036162, 1695036180, 1695036134, 1695036114, 1695036185, 1695036165, 1695036182, 1695036143, 1695036189, 1695036187, 1695036184, 1695036171, 1695036102, 1695036101, 7357160768, 1695036156, 7357160736, 7357160739, 1695036135, 1695036145, 1695036111, 1695036124, 1695036150, 1695036148, 1695036109, 1695036126, 1695036140, 1611963580]
188991927|[1003365695, 1996292509, 1996292539, 1996292527, 1996292488, 1996292523, 1996292489, 1996292493, 1996292545, 1996292560, 1996292480, 1996292554, 1996292546, 2623051539, 1996292544, 1996292550, 1996292538, 1996292456, 1996292477, 1996292543, 1996292547, 1996292483, 1996292511, 1996292503, 1996292515, 1996292481, 1996292519, 1996292508, 1996292514, 1996292455, 1996292533, 1996292492, 1996292532, 1996292502, 1996292466, 1996292468, 1996292510, 1996292465, 1996292558, 1996292528, 1996292524, 1996292464, 1996292535, 1996292478, 1996292460, 1996292479, 1996292522, 1996292531, 1996292487, 1996292534, 1996292494, 1993153323]
188991930|[1996292473, 2540844739, 2540844738, 2540844726, 2540844724, 2540844725, 7359501619, 2540844740, 2540844744, 7359501626, 2540844754, 2540844759, 2540844763, 2540844765, 2540844773, 2540844776, 2540844778, 2540844777, 2540844775, 2540844774, 2540844764, 2540844760, 2540844755, 2540844750, 2540844745, 7357080670, 2540844704, 2540844700, 7357080671, 2540844698, 2540844694, 7357080672, 2540844690, 2540844685, 2540844678, 7357080673, 2540844672, 2540844668, 2540844663, 2540844657, 2540844655, 1996292471]
188991933|[1996292470, 1996292529]
188991935|[1996292473, 1996292507]
188992424|[1996308405, 1996308431, 111635421]
188992425|[111370540, 1996308429, 1996308492, 1996308389]
188992428|[1996308414, 111370542]
188992433|[1996308396, 1996308424, 1996308403, 1996308482, 1996308407, 6956986062, 1996308414]
247148942|[2540844720, 2540844717, 2540844709, 2540844703, 2540844701, 2540844702, 2540844711, 2540844721, 2540844728, 7357160770, 2540844732, 2540844733, 2540844731, 2540844734, 2540844737, 2540844742]
247148945|[1996292471, 1996292454]
247148949|[2540844743, 2540844729, 2540844715, 2540844693, 2540844691, 2540844688, 2540844686, 2540844684, 2540844681, 2540844679, 2540844677, 2540844675, 2540844670, 2540844666, 2540844665, 2540844661, 2540844653, 2540844651, 2540844648, 1996308396, 2540844643, 1996292454]
247148952|[2540844747, 2540844727, 2540844722, 2540844713, 2540844692, 2540844680, 2540844645, 2540844633, 2540844629, 2540844617, 7357160789, 2540844599, 2540844594, 2540844590, 2540844589, 2540844588, 2540844583, 2540844578, 7357160790, 2540844564, 2540844548]
247148955|[2540844615, 2540844609, 2540844606, 2540844602, 2540844598, 2540844593, 2540844581, 2540844574, 2540844571, 2540844565, 2540844563, 2540844556, 2540844554, 2540844553, 2540844557, 2540844561, 2540844566, 2540844569, 2540844577, 2540844600, 2540844605, 2540844610, 2540844612, 2540844614, 2540844611, 2540844607, 2540844601, 2540844596, 2540844592, 2540844586, 2540844587, 2540844585, 7357160793, 2540844582, 7357160792, 2540844573, 2540844570, 2540844549, 2540844541, 2540844538, 2540844533, 2540844523, 2540844519, 2540844520, 2540844529, 2540844532, 2540844534, 2540844537, 2540844539, 2540844542, 2540844547, 2540844567, 2540844580, 2540844597, 2540844604, 2540844613, 2540844618, 2540844621, 2540844622, 2540844628, 2540844634, 2540844636, 2540844640, 2540844652, 2540844662, 2540844674, 2540844683, 2540844689, 2540844696, 2540844714, 2540844736, 2540844742, 2540844746, 2540844751, 2540844758, 2540844762, 7359499726, 2540844768, 2540844771, 2540844772, 2540844770, 2540844769, 2540844766, 2540844756, 2540844752, 2540844749, 2540844748, 2540844747, 2540844743, 2540844741, 2540844735, 2540844730, 2540844719, 2540844710, 2540844706, 2540844707, 2540844708, 2540844712, 2540844718, 1996292507]
249288788|[2540844739, 2559159658, 2623104843, 2559159564]
249288790|[2559159658, 2559159526, 2559159547, 2559159573, 2559159632]
249460226|[2560567189, 2560567147, 2560567139, 2560567173, 5065216160, 2560567166, 5065216159, 2560567142, 2560567189]
249460231|[2560567183, 2560567153, 2560567160, 2560567159, 2560567183]
256673138|[2623104808, 2623104810, 2623104812, 2623104814, 2623104816, 2623104817, 2623104819, 2623104821, 2623104808]
256673139|[2623104823, 2623104825, 2623104827, 2623104829, 2623104823]
256673140|[2623104831, 2623104833, 2623104835, 2623104847, 2623104837, 2623104831]
256673141|[2623104839, 2623104841, 8986762205, 2623104845, 2623104839]
256673142|[2623104847, 2623104835, 2623104854, 2623104856, 2623104858, 2623104847]
256673143|[2623104860, 2623104862, 2623104864, 2623104866, 2623104860]
256673144|[2623104868, 2623104870, 2623104871, 2623104872, 2623104868]
256673149|[2623104959, 2623104960, 2623104961, 2623104962, 2623104963, 2623104964, 2623104965, 2623104966, 2623104959]
256673150|[2623104967, 2623104968, 2623104969, 2623104970, 2623104971, 2623104972, 2623104973, 2623104974, 2623104975, 2623104976, 2623104982, 2623104969]
256673151|[2623104984, 2623104987, 2623104988, 2623104990, 2623104992, 2623104994, 2623104996, 2623104997, 2623104984]
256673158|[2623105155, 2623105157, 2623105159, 2623105161, 2623105163, 2623105165, 2623105167, 2623105169, 2623105171, 2623105173, 2623105175, 2623105177, 2623105155]
256673159|[2623105179, 2623105181, 2623105183, 2623105185, 2623105187, 2623105189, 2623105191, 2623105193, 2623105195, 2623105197, 2623105198, 2623105200, 2623105202, 2623105204, 2623105205, 2623105207, 2623105209, 2623105211, 2623105213, 2623105215, 2623105179]
256673160|[2623105217, 2623105219, 2623105221, 2623105223, 2623105224, 2623105226, 2623105228, 2623105230, 2623105232, 2623105234, 2623105236, 2623105238, 2623105217]
256673161|[2623105240, 2623105241, 2623105243, 2623105245, 2623105247, 2623105240]
256673162|[2623105248, 2623105249, 2623105250, 2623105251, 2623105252, 2623105253, 2623105254, 2623105255, 2623105248]
256673163|[2623105262, 2623105264, 2623105265, 2623105267, 2623105262]
256673164|[2623105269, 2623105271, 2623105272, 2623105274, 2623105276, 2623105278, 2623105279, 2623105269]
256673165|[2623105281, 2623105283, 2623105285, 2623105286, 2623105288, 2623105290, 2623105291, 2623105293, 2623105295, 2623105296, 2623105298, 2623105299, 2623105281]
256673166|[2623105301, 2623105303, 2623105304, 2623105306, 2623105308, 2623105309, 2623105311, 2623105313, 2623105315, 2623105317, 2623105301]
256673167|[2623105320, 2623105322, 2623105325, 2623105327, 2623105329, 2623105330, 2623105332, 2623105334, 2623105320]
256673168|[2623105336, 2623105337, 2623105339, 2623105341, 2623105343, 2623105345, 2623105347, 2623105349, 2623105350, 2623105352, 2623105354, 2623105356, 2623105358, 2623105360, 2623105336]
368397002|[3722376483, 1015201262, 1015201263, 1015201266, 1015201268, 1015201269, 1015201270, 1015201272, 1015201231, 1015201273, 1015201274, 1015201280, 1015201205, 1015201281, 1015201283, 1015201284, 1015201285, 1003365610, 1003365611, 1003365612, 1003365613, 1003365615, 1003365616, 1003365617, 1003365618, 1003365619, 1003365620, 1003365622, 1003365623, 1003365625, 1003365626, 1852238873, 1003365627, 1003365628, 8651667942, 1003365630, 1004971103, 1003365631, 3884289260, 1003365632, 4089310071, 1003365633, 1003365634, 1003365636, 1003365637, 1003365638, 1003365639, 1003365640, 1003365641, 1003365643, 1003365644, 1003365645, 1003365646, 1003365647, 1003365649, 1003365650, 2022320469, 1003365652, 1003365653, 1003365654, 1003365655, 1003365657, 1003365658, 1003365659, 1003365660, 1003365661, 1003365663, 1003365664, 1003365665, 1003365666, 1003365667, 1003365668, 1003365669, 1003365670, 1003365671, 1003365673, 7357099554, 1003365674, 1003365675, 7357099619, 1003365677, 1003365678, 1003365680, 1003365681, 1003365682, 1003365683, 1003365684, 1003365685, 1003365687, 1003365688, 1003365689, 1003365690, 1003365691, 1003365693, 1003365694, 1003365695, 1003365696, 1003365697, 1003365699, 1003365700, 1003365701, 1003365702, 1003365704, 1003365705, 1003365706, 1003365708, 1003365709, 1003365710, 1003365711, 1003365712, 1003365714, 1003365715, 1003365716, 1003365717, 1003365718, 1003365719, 1003365720, 1003365721, 1003365722, 1003365723, 1003365725, 1003365726, 1003365727, 1003365729, 1003365730, 1003365731, 1003365732, 1003365733, 1003365734, 1003365735, 1003365736, 1003365737, 1003365738, 1003365739, 1003365740, 1003365741, 1003365742, 1003365743, 1003365744, 411847467, 1003879742]
466974851|[4616712827, 111503001]
480218559|[111339888, 5755727665, 111339891, 111339895, 974330755]
491981453|[4840661029, 4840661030, 4840661031, 4840661032, 4840661033, 4840661034, 4840661035, 4840661036, 4840661037, 4840661038, 4840661039, 4840661040, 4840661041, 4840661042, 4840661043, 4840661044, 4840661045, 4840661046, 2388388417, 2388388393, 2388388394, 2388388387, 2388388378, 2388388415, 4840661047, 4840661048, 4840661049, 4840661050, 4840661051, 4840661052, 4840661053, 4840661054, 4840661055, 4840661056, 4840661057, 4840661058, 4840661059, 2388377409, 4840661060, 4840661061, 4840661062, 4840661063, 4840661064, 4840661065, 4840661066, 4840661067, 4840661068, 4840661069, 4840661070, 4821662073, 4821662051, 4821662047, 4821662076, 4840661071, 4840661072, 4840661073, 4840661074, 4840661075, 4840661076, 4840661077, 4840661078, 4840661029]
519453826|[111433450, 5065216148, 5065216149, 1213712873, 1213712866, 5065216150, 1213713144, 111339907, 111339901, 111339898, 5065216151, 1003365705, 1003365706, 1003365708, 1003365709, 1003365710, 1003365711, 1003365712, 1003365714, 1003365715, 1003365716, 1003365717, 5065216152, 111433447, 111433450]
519453827|[5065216155, 5065216156, 5065216157]
519453828|[5065216161, 5065216162, 5065216163, 5065216164]
519453829|[5065216162, 5065216165]
519453830|[5065216158, 5065216166, 5065216157]
519453831|[5065216161, 5065216167, 5065216158]
519453832|[5065216167, 5065216168, 5065216160]
519453833|[5065216161, 5065216159, 5065216169, 5065216170]
519453834|[5065216169, 5065216171, 5065216160]
519456097|[111433461, 111433458, 111433450, 5065216148, 5065216149, 1213712873, 1213712866, 5065216150, 111339916, 111339921, 5065216155, 111339926, 5065242125, 111304220, 111304217, 5065216146, 5065216147, 111433461]
742416810|[6950525416, 6950525417, 6950525418, 6950525419, 6950525420, 6950525421, 6950525422, 6950525423, 6950525424, 6950525425, 6950525426, 6950525427, 6950525428]
743232927|[6956986062, 6956986063, 6956986064, 6956986065, 6956986066, 6956986067, 6956986068, 6956986069, 6956986070, 6956986071]
761386734|[7113602655, 7113602656, 7113602657, 7113602658, 7113602659, 7113602660, 7113602661, 7113602662]
761386735|[7113602663, 7113602664, 7113602665, 7113602666, 7113602667]
762255932|[7122339262, 7122339263, 7122339264, 7122339265, 7122339266]
775863001|[7238058415, 7238058416, 7238058417, 7238058418, 7238058419]
786953486|[7356959108, 7356959109, 7356959110, 7356959111, 7356959112, 7356959113, 7356959114, 7356959115, 7356959116, 7356959117, 7356959108]
786953487|[7356959118, 7356959119, 7356959120, 7356959121, 7358720345, 7356959122, 7356959123, 7358720344, 7356959124, 7356959125, 7356959126, 7356959127, 7356959128, 7356959129, 7356959130, 7356959131, 7356959132, 7356959133, 7356959134, 7356959135, 7356959136, 7356959137, 7356959138, 7357160791, 7356959139, 7356959140, 7356959141, 7356959142, 7357100123, 7356959143, 7357100124, 7357100125, 7356959144, 7357100126, 7357100127, 7357100128, 7357100129, 7357100130, 7357100131, 7357100132, 7357100133, 7357100134, 7357100135, 7357100136, 7357100137, 7357100138, 7357100139, 7356959145, 7357100140, 7356959146, 7357100143, 7356959147, 7357100144, 7357100145, 7357100146, 7356959148, 7356959149, 7356959150, 7356959151, 7356959152, 7357100150, 7356959153, 7356959154, 7356959155, 7356959156, 7356959157, 7356959158, 7356959159, 7356959160, 7356959161, 7356959162, 7356959118]
786953488|[7356959163, 7356959164, 7356959165, 7356959166, 7356959167, 7356959168, 7356959169, 7356959170, 7356959163]
786953495|[7356989342, 7356989343, 7356989344, 7356989345]
786958758|[7357027523, 7357027524, 7357027525, 7357027526, 7357027523]
786958759|[7357027527, 7357027528, 7357027529, 7357027530, 7357027531, 7357027532, 7357027533, 7357027534, 7357027535, 7357027536, 7357027537, 7357027538, 7357027539, 7357027540, 7357027541, 7357027542, 7357027543, 7357027544, 7357027545, 7357027546, 7357027547, 7357027548, 7357027549, 7357027550, 7357027551, 7357027552, 7357027553, 7357027554, 7357027555, 7357027556, 7357027557, 7357027558, 7357027559, 7357027560, 7357027561, 7357027562, 7357027563, 7357027564, 7357027565, 7357027566, 7357027567, 7357027568, 7357027569, 7357027570, 7357027571, 7357027572, 7357027573, 7357027574, 7357027575, 7357027576, 7357027577, 7357027578, 7357027579, 7357027580, 7357027581, 7357027582, 7357027583, 7357027584, 7357039785, 7357039786, 7357039787, 7357027527]
786958760|[7357039788, 7357039789, 7357039790, 7357039791, 7357039792, 7357039793, 7357039794, 7357039795, 7357039796, 7357039797, 7357039798, 7357039799, 7357039800, 7357039788]
786958761|[7357039801, 7357039802, 7357039803, 7357039804, 7357039805, 7357039806, 7357039807, 7357039808, 7357039809, 7357039810, 7357039811, 7357039812, 7357039813, 7357039801]
786958762|[7357039814, 7357039815, 7357039816, 7357039817, 7357039818, 7357039819, 7357039820, 7357039821, 7357039822, 7357039823, 7357039824, 7357039825, 7357039826, 7357039827, 7357039828, 7357039814]
786958763|[7357039829, 7357039830, 7357039831, 7357039832, 7357039833, 7357039834, 7357039835, 7357039836, 7357039837, 7357039838, 7357039839, 7357039840, 7357039841, 7357039842, 7357039843, 7357039829]
786958764|[7357039844, 7357039845, 7357039846, 7357039847, 7357039848, 7357039849, 7357039850, 7357039851, 7357039852, 7357039853, 7357039854, 7357039855, 7357039856, 7357039857, 7357039858, 7357039859, 7357039844]
786958766|[7357039864, 7357039865, 7357039866, 7357039867, 7357039864]
786958767|[7357039868, 7357039869, 7357039870, 7357039871, 7357039868]
786958768|[7357039872, 7357039873, 7357039874, 7357039875, 7357039876, 7357039877, 7357039878, 7357039879, 7357039880, 7357039881, 7357039882, 7357039883, 7357039884, 7357039885, 7357039886, 7357039887, 7357039888, 7357039889, 7357039890, 7357039891, 7357039892, 7357039893, 7357039894, 7357039895, 7357039896, 7357039897, 7357039898, 7357039899, 7357039900, 7357039901, 7357039902, 7357039903, 7357039904, 7357039905, 7357039906, 7357039907, 7357039908, 7357039909, 7357039910, 7357039911, 7357039912, 7357039913, 7357039914, 7357039915, 7357039916, 7357039917, 7357039918, 7357039919, 7357039872]
786958769|[7357039920, 7357039921, 7357039922, 7357039923, 7357039924, 7357039925, 7357039926, 7357039927, 7357039928, 7357039929, 7357039930, 7357039931, 7357039920]
786958770|[7357039932, 7357039933, 7357039934, 7357039935, 7357039936, 7357039937, 7357039938, 7357039939, 7357039940, 7357039941, 7357039942, 7357039943, 7357039944, 7357039945, 7357039946, 7357039947, 7357039932]
786958771|[7357039948, 7357039949, 7357039950, 7357039951, 7357039952, 7357039953, 7357039954, 7357039955, 7357039956, 7357039957, 7357039958, 7357039959, 7357039948]
786958772|[7357039960, 7357039961, 7357039962, 7357039963, 7357039964, 7357039965, 7357039966, 7357039967, 7357039968, 7357039969, 7357039970, 7357039960]
786958773|[7357039971, 7357039972, 7357039973, 7357039974, 7357039971]
786958774|[7357039975, 7357039976, 7357039977, 7357039978, 7357039975]
786958775|[7357039979, 7357039980, 7357039981, 7357039982, 7357039979]
786958776|[7357039983, 7357039984, 7357039985, 7357039986, 7357039987, 7357039988, 7357039989, 7357039990, 7357039991, 7357039992, 7357039993, 7357039994, 7357039995, 7357039996, 7357039997, 7357039998, 7357039999, 7357040000, 7357040001, 7357040002, 7357040003, 7357040004, 7357040005, 7357040006, 7357040007, 7357040008, 7357040009, 7357040010, 7357040011, 7357040012, 7357040013, 7357040014, 7357040015, 7357040016, 7357040017, 7357040018, 7357040019, 7357040020, 7357040021, 7357039983]
786958777|[7357040022, 7357040023, 7357040024, 7357040025, 7357040026, 7357040027, 7357040028, 7357040029, 7357040030, 7357040031, 7357040032, 7357040033, 7357040034, 7357040035, 7357040036, 7357040037, 7357040022]
786958778|[7357040038, 7357040039, 7357040040, 7357040041, 7357040042, 7357040043, 7357040044, 7357040045, 7357040046, 7357040047, 7357040048, 7357040049, 7357040050, 7357040051, 7357040038]
786958779|[7357040052, 7357040053, 7357040054, 7357040055, 7357040056, 7357040057, 7357040058, 7357040059, 7357040060, 7357040061, 7357040062, 7357040063, 7357040064, 7357040065, 7357040052]
786966994|[7357080620, 7357080621, 7357080622, 7357080623, 7357080620]
786966995|[7357080625, 7357080626, 7357080627, 7357080628, 7357080625]
786966996|[7357080629, 7357080630, 7357080631, 7357080632, 7357080629]
786966997|[7357080633, 7357080634, 7357080635, 7357080636, 7357080633]
786966998|[7357080637, 7357080638, 7357080639, 7357080640, 7357080641, 7357080642, 7357080643, 7357080644, 7357080645, 7357080646, 7357080647, 7357080648, 7357080649, 7357080650, 7357080651, 7357080652, 7357080653, 7357080654, 7357080655, 7357080656, 7357080657, 7357080658, 7357080659, 7357080660, 7357080661, 7357080662, 7357080663, 7357080664, 7357080665, 7357080666, 7357080667, 7357080668, 7357080669, 7357080637]
786966999|[7357080674, 7357080675, 7357080676, 7357080677, 7357080678, 7357080679, 7357080680, 7357080681, 7357080682, 7357080683, 7357080684, 7357099485, 7357099486, 7357099487, 7357080674]
786967000|[7357099488, 7357099489, 7357099490, 7357099491, 7357099492, 7357099493, 7357099494, 7357099495, 7357099496, 7357099497, 7357099498, 7357099499, 7357099500, 7357099501, 7357099502, 7357099503, 7357099504, 7357099505, 7357099488]
786967001|[7357099506, 7359501636, 7357099507, 7357099508, 7357099509, 7357099510, 7357099511, 7357099512, 7357099513, 7357099514, 7357099515, 7359501677, 7357099516, 7359501678, 7357099517, 7357099518, 7357099519, 7357099520, 7357099521, 7357099522, 7357099523, 7357099524, 7357099525, 7357099526, 7357099527, 7357099528, 7357099529, 7357099530, 7357099531, 7357099532, 7357099533, 7357099534, 7357099535, 7357099536, 7357099537, 7357099538, 7357099539, 7359608379, 7357099540, 7357099541, 7357099542, 7357099543, 7357099544, 7357099545, 7357099546, 7357099547, 7357099548, 7357099549, 7357099550, 7357099551, 7357099552, 7357099553, 7357099554, 7357099555, 7357099556, 7357099557, 7357099558, 7357099559, 7357099560, 7357099561, 7357099562, 7357099563, 7357099564, 7357099565, 7357099566, 7357099567, 7357099568, 7357099569, 7357099570, 7357099571, 7357099572, 7357099573, 7357099574, 7357099575, 7357099576, 7357099577, 7357099578, 7357099579, 7357099580, 7357099581, 7357099582, 7357099583, 7357099584, 7357099585, 7357189987, 7357099586, 7357099587, 7357099588, 7357099589, 7357099590, 7357099591, 7357099592, 7357099593, 7357099594, 7357099595, 7357099596, 7357099597, 7357099598, 7357099599, 7357099600, 7357099601, 7357099602, 7357099603, 7357099604, 7357099605, 7357099606, 7357099607, 7357099608, 7357099609, 7357099610, 7357099611, 7357099612, 7357099613, 7357099614, 7357099615, 7357099616, 7357099617, 7357099618, 7357099619, 7357099620, 7357099621, 7357099622, 7357099623, 7357099624, 7357099625, 7357099626, 7357099627, 7357099628, 7357099629, 7357099630, 7357099631, 7357099632, 7357099633, 7357099634, 7357099635, 7357099636, 7357099637, 7357099638, 7357099639, 7357099640, 7357099641, 7357099642, 7357099643, 7357099644, 7357099645, 7357099646, 7357099647, 7357099648, 7357099649, 7357099650, 7357099651, 7357099652, 7357099653, 7357099654, 7357099655, 7357099656, 7357099657, 7357099658, 7357099659, 7357099660, 7357099661, 7357099662, 7357099663, 7357099664, 7357099665, 7357099666, 7357099667, 7357099668, 7357099669, 7357099670, 7357099671, 7357099672, 7357099673, 7357099674, 7357099675, 7357099676, 7357099677, 7357099506]
786967002|[7357099678, 7357099679, 7357099680, 7357099681, 7357099678]
786967003|[7357099682, 7357099683, 7357099684, 7357099685, 7357099682]
786967004|[7357099686, 7357099687, 7357099688, 7357099689, 7357099686]
786967005|[7357099690, 7357099691, 7357099692, 7357099693, 7357099690]
786967006|[7357099694, 7357099695, 7357099696, 7357099697, 7357099698, 7357099699, 7357099700, 7357099701, 7357099702, 7357099703, 7357099704, 7357099705, 7357099706, 7357099707, 7357099708, 7357099709, 7357099710, 7357099711, 7357099712, 7357099713, 7357099694]
786967007|[7357099714, 7357099715, 7357099716, 7357099717, 7357099718, 7357099719, 7357099720, 7357099721, 7357099722, 7357099723, 7357099724, 7357099725, 7357099726, 7357099727, 7357099728, 7357099729, 7357099730, 7357099731, 7357099714]
